"esr";"status";"type";"osm_id";"lat";"lon";"name";"alt_name";"old_name";"official_name";"railway";"user"
"010002";"1";"0";"665115765";"61.78421783";"34.34402084";"Петрозаводск-Пассажирский";"";"";"";"station";"010002"
"010318";"1";"0";"370804";"61.88643265";"34.24979401";"Шуйский Мост";"";"";"";"halt";"010318"
"010407";"1";"0";"370656";"61.94111252";"34.25039291";"Шуйская";"";"";"";"station";"010407"
"010411";"1";"0";"1328926694";"61.98009872";"34.24554825";"427 км";"";"";"";"halt";"010411"
"010426";"1";"0";"1424435426";"62.03767776";"34.21403503";"Лучевой";"";"";"";"station";"010426"
"010500";"1";"0";"26919789";"62.11172485";"34.24343872";"Суна";"";"";"";"station";"010500"
"010515";"1";"0";"26904534";"62.06446457";"34.23099136";"437 км";"Лучевой-2";"";"";"station";"010515"
"010604";"1";"0";"26919754";"62.16843796";"34.20512009";"Заделье";"";"";"";"halt";"010604"
"010623";"1";"0";"3417936032";"62.20711136";"34.22889328";"454 км";"";"";"";"halt";""
"010708";"1";"0";"26919691";"62.20932007";"34.27616501";"Кондопога";"";"";"";"station";"010708"
"010712";"1";"0";"3417934261";"62.23991394";"34.43766785";"468 км";"";"";"";"halt";""
"010727";"1";"0";"26918764";"62.26054764";"34.44886398";"Мянсельга";"";"";"";"station";"010727"
"010731";"1";"0";"26918733";"62.29930496";"34.51671219";"Илемсельга";"";"";"";"station";"010731"
"010801";"1";"0";"26918704";"62.36235428";"34.48793793";"Кедрозеро";"";"";"";"station";"010801"
"010816";"1";"0";"3417932494";"62.38610077";"34.47196579";"489 км";"";"";"";"halt";""
"010820";"1";"0";"1424435421";"62.41857147";"34.43115997";"Лижма";"";"";"";"station";"010820"
"010843";"1";"0";"1424435369";"62.58838272";"34.28704453";"Викшезеро";"";"";"";"halt";"010843"
"010854";"1";"0";"1338917317";"62.64903259";"34.25554276";"522 км";"";"";"";"halt";""
"010905";"1";"0";"244602700";"62.22364426";"34.33430481";"Нигозеро";"";"";"";"station";"010905"
"011005";"1";"0";"26919441";"62.6740799";"34.26928329";"Кяппесельга";"";"";"";"station";"011005"
"011015";"1";"0";"1338917333";"62.7390976";"34.3612175";"Уница";"";"";"";"halt";"011015"
"011109";"1";"0";"1424435449";"62.80158234";"34.45722198";"Пергуба";"";"";"";"station";"011109"
"011113";"1";"0";"1424435457";"62.853508";"34.43981934";"Предмедгорский";"";"";"";"station";"011113"
"011202";"1";"0";"1616657817";"62.83857346";"34.46658325";"Прионежская";"";"";"";"station";"011202"
"011306";"1";"0";"26993776";"62.90855408";"34.44932556";"Медвежья Гора";"";"";"";"station";"011306"
"011400";"1";"0";"1424435385";"62.93156433";"34.54547501";"Вичка";"";"";"";"station";"011400"
"011414";"1";"0";"1424435423";"62.98456955";"34.49970627";"Лумбушозеро";"";"";"";"halt";"011414"
"011429";"1";"0";"1424435438";"63.04853439";"34.43111038";"Малыга";"";"";"";"station";"011429"
"011433";"1";"0";"379736";"63.10499573";"34.38787079";"Ванзозеро";"";"";"";"halt";"011433"
"011503";"1";"0";"1616497596";"62.48950958";"34.35131073";"Новый Посёлок";"";"";"";"station";"011503"
"011518";"1";"0";"1424435366";"63.22071075";"34.3466568";"Быстряги";"";"";"";"station";"011518"
"011522";"1";"0";"2154979338";"63.27685547";"34.31671143";"Раменцы";"";"";"";"station";"011522"
"011537";"1";"0";"2154838396";"63.34568024";"34.32598495";"Сумеричи";"";"";"";"station";"011537"
"011541";"1";"0";"386609";"63.15102386";"34.30173492";"Масельская";"";"";"";"station";"011541"
"011715";"1";"0";"26870590";"63.52186966";"34.26821136";"Суглица";"";"";"";"station";"011715"
"011720";"1";"0";"1424435461";"63.60190201";"34.29740906";"Ригозеро";"";"";"";"halt";"011720"
"011749";"1";"0";"26870641";"63.4377327";"34.24414444";"Уросозеро";"";"";"";"station";"011749"
"011804";"1";"0";"4017835695";"63.74424362";"34.30266571";"Сегежа";"";"";"";"station";"011804"
"011819";"1";"0";"676527941";"63.81563568";"34.25279999";"Май-Губа";"";"";"";"station";"011819"
"011908";"1";"0";"2102346776";"63.89356613";"34.26830673";"Надвоицы";"";"";"";"station";"011908"
"011912";"1";"0";"276732361";"63.94480133";"34.23610687";"Шавань";"";"";"";"station";"011912"
"011927";"1";"0";"276732605";"63.98477936";"34.18978119";"704 км";"";"";"";"halt";""
"012008";"1";"0";"1424435410";"64.03502655";"34.24767685";"Кочкома";"";"";"";"station";"012008"
"012101";"1";"0";"676519826";"64.13703918";"34.2457428";"Идель";"";"";"";"station";"012101"
"012116";"1";"0";"276733367";"64.22820282";"34.30392838";"Тунгуда";"";"";"";"station";"012116"
"012205";"1";"1";"206187941";"64.30207825";"34.41853714";"Летний";"";"";"";"station";""
"012205";"1";"0";"2002865725";"64.30197906";"34.4192009";"Летний";"";"";"";"station";"012205"
"012210";"1";"0";"276733592";"64.36571503";"34.42908859";"Кильбо";"";"";"";"halt";"012210"
"012309";"1";"0";"276733626";"64.4311676";"34.46925354";"Сосновец";"";"";"";"station";"012309"
"012313";"1";"0";"5266612278";"64.49071503";"34.57571411";"Уда";"";"";"";"station";"012313"
"012328";"1";"0";"676517416";"64.51644135";"34.66435623";"Горелый Мост";"";"";"";"station";"012328"
"012397";"1";"0";"276635434";"63.85428619";"36.46100235";"Маленьга";"";"";"";"station";"012397"
"012510";"1";"0";"1616557186";"63.97019196";"36.1122818";"Руйга";"";"";"";"station";"012510"
"012525";"1";"0";"276635284";"64.0137558";"36.00450134";"Вирандозеро";"";"";"";"halt";"012525"
"012544";"1";"0";"276635372";"63.90993118";"36.25744629";"Нюхча";"";"";"";"station";"012544"
"012614";"1";"0";"276635224";"64.11831665";"35.72761536";"Колежма";"";"";"";"station";"012614"
"012629";"1";"0";"276635159";"64.19023895";"35.55460358";"Тегозеро";"";"";"";"station";"012629"
"012633";"1";"0";"276635253";"64.04734039";"35.91553879";"Ухтица";"";"";"";"station";"012633"
"012703";"1";"0";"276635071";"64.24757385";"35.39093781";"Сумский Посад";"";"";"";"station";"012703"
"012718";"1";"0";"1425068823";"64.32012939";"35.24569321";"Вирма";"";"";"";"station";"012718"
"012722";"1";"0";"276634958";"64.39041138";"35.00601959";"Сухое";"";"";"";"station";"012722"
"012737";"1";"0";"276634883";"64.47144318";"34.78826904";"Шижня";"";"";"";"station";"012737"
"012741";"1";"0";"2160191219";"64.50848389";"34.72225189";"Выг";"";"";"";"station";"012741"
"012782";"1";"0";"3417773995";"64.48648834";"34.75692749";"14 км";"";"";"";"halt";""
"012794";"1";"0";"3417772997";"64.51703644";"34.69688416";"9 км";"";"";"";"halt";""
"013000";"1";"0";"1280208197";"64.54123688";"34.77540207";"Беломорск";"";"";"";"station";"013000"
"013015";"1";"0";"1616514281";"64.66259766";"34.80079269";"Заливы";"";"";"";"halt";"013015"
"013119";"1";"0";"276735030";"64.86296082";"34.6701889";"Мягрека";"";"";"";"station";"013119"
"013123";"1";"0";"276734544";"64.73918915";"34.69934082";"Шуерецкая";"";"";"";"station";"013123"
"013138";"1";"0";"5268123925";"64.76509094";"34.6460228";"813 км";"";"";"";"halt";""
"013142";"1";"0";"1616514282";"64.61907959";"34.7894516";"791 км";"";"";"";"halt";""
"013157";"1";"0";"7541310036";"64.80710602";"34.65005112";"818 км";"";"";"";"halt";""
"013208";"1";"0";"8257618077";"64.95523834";"34.57009506";"Кемь";"";"";"";"station";"013208"
"013212";"1";"0";"276736462";"65.02304077";"34.61935425";"846 км";"";"";"";"halt";"013212"
"013227";"1";"0";"4333789344";"65.08992767";"34.58300018";"Ламбино";"";"";"";"station";""
"013231";"1";"0";"1392155393";"65.24330139";"34.4650383";"Поньгома";"";"";"";"station";"013231"
"013246";"1";"0";"276738066";"65.30200195";"34.36745834";"883 км";"";"";"";"halt";"013246"
"013250";"1";"0";"1418018383";"64.99028015";"34.78656769";"Кемь-Пристань";"";"";"";"station";"013250"
"013265";"1";"0";"276737211";"65.16005707";"34.53549576";"863 км";"";"";"";"halt";""
"013509";"1";"0";"276738212";"65.35386658";"34.26403427";"Кузема";"";"";"";"station";"013509"
"013513";"1";"0";"1424435389";"65.42424011";"34.26745987";"Воньга";"";"";"";"halt";"013513"
"013528";"1";"0";"1424435462";"65.57349396";"34.20231628";"Сиг";"";"";"";"station";"013528"
"013570";"1";"0";"276739625";"65.71881104";"34.05354691";"935 км";"";"";"";"halt";""
"013602";"1";"0";"683061225";"65.7900238";"33.9444313";"Энгозеро";"";"";"";"station";"013602"
"013617";"1";"0";"276755476";"65.84147644";"33.82757568";"957 км";"";"";"";"halt";""
"013706";"1";"0";"276756095";"65.89768982";"33.70964432";"Амбарный";"";"";"";"station";"013706"
"013710";"1";"0";"276756570";"65.96250153";"33.35416794";"Боярская";"";"";"";"station";"013710"
"013725";"1";"0";"3416675234";"65.9485321";"33.4318924";"981 км";"";"";"";"halt";""
"013801";"1";"0";"276757167";"66.07538605";"33.05914307";"Лоухи";"";"";"";"station";""
"013829";"1";"0";"276758030";"66.19783783";"32.90111923";"Кереть";"";"";"";"station";"013829"
"013903";"1";"0";"1616681527";"66.0042572";"32.38169479";"Еловая";"";"";"";"station";"013903"
"014003";"1";"0";"1616681535";"65.89790344";"31.83423615";"Кестеньга";"";"";"";"station";"014003"
"014215";"1";"0";"3416175950";"66.74150085";"32.48669815";"Гангос";"";"";"";"halt";""
"014226";"1";"0";"276762869";"66.84133911";"32.34464264";"1118 км";"";"";"";"halt";""
"014304";"1";"0";"276758443";"66.26634979";"32.9666748";"Чупа";"";"";"";"station";"014304"
"014319";"1";"0";"1424435408";"66.30760193";"32.92889023";"Котозеро";"";"";"";"halt";"014319"
"014338";"1";"0";"276759738";"66.43583679";"32.85043716";"Полярный Круг";"";"";"";"station";"014338"
"014342";"1";"0";"276761312";"66.68553162";"32.66383743";"1093 км";"";"";"";"halt";""
"014357";"1";"0";"4866950040";"66.58660126";"32.80942154";"Пояконда";"";"";"";"station";""
"014361";"1";"0";"276760992";"66.63955688";"32.74801254";"Лесной";"";"";"";"halt";"014361"
"014376";"1";"0";"937887891";"66.71188354";"32.63928986";"Ковда";"";"";"";"station";"014376"
"014408";"1";"0";"683205028";"66.81972504";"32.35462952";"Княжая";"";"";"";"station";"014408"
"014431";"1";"0";"937914024";"66.92337799";"32.20843506";"Жемчужная";"";"";"";"halt";"014431"
"014450";"1";"0";"276764262";"67.00610352";"32.19226074";"Ручьи-Карельские";"";"";"";"station";"014450"
"014465";"1";"0";"276764455";"67.03540039";"32.2036171";"о.п. 1147 км";"";"";"";"halt";"014465"
"014516";"1";"0";"611407355";"66.98516083";"32.1356926";"Кирки";"";"";"";"halt";"014516"
"014520";"1";"0";"1619941218";"66.99833679";"32.00342178";"11 км";"";"";"";"halt";"014520"
"014535";"1";"0";"1619941222";"67.00841522";"31.92126465";"16 км";"";"";"";"halt";"014535"
"014545";"1";"0";"611407223";"67.00795746";"31.85344505";"Вуд-Озеро";"";"";"";"halt";"014545"
"014554";"1";"0";"611407219";"67.01066589";"31.83312035";"20 км";"";"";"";"halt";"014554"
"014569";"1";"0";"1619941223";"66.99758148";"31.71718216";"26 км";"";"";"";"halt";"014569"
"014573";"1";"0";"1526967143";"66.95980835";"31.66632843";"Будасси";"";"";"";"halt";"014573"
"014611";"1";"0";"611407070";"66.96260834";"31.45433807";"Ням-Озеро";"";"";"";"station";"014611"
"014624";"1";"0";"611407020";"66.9364624";"31.27833748";"Тованд";"";"";"";"halt";"014624"
"014639";"1";"0";"611406954";"66.95181274";"31.14889526";"57 км";"";"";"";"halt";"014639"
"014643";"1";"0";"611406837";"66.96754456";"31.02889824";"Капраево";"";"";"";"halt";"014643"
"014658";"1";"0";"611406764";"66.97021484";"30.96684647";"62 км";"";"";"";"halt";"014658"
"014677";"1";"0";"1619940812";"66.97664642";"30.63753319";"Войта";"";"";"";"halt";"014677"
"014681";"1";"0";"1619941226";"66.95980072";"30.47351456";"93 км";"";"";"";"halt";"014681"
"014709";"1";"0";"1041162860";"66.96334076";"30.34160614";"Алакуртти";"";"";"";"station";"014709"
"014802";"1";"0";"276765074";"67.08101654";"32.26623154";"Белое Море";"";"";"";"station";"014802"
"014817";"1";"0";"1529424155";"67.10503387";"32.25590897";"1157 км";"";"";"";"halt";"014817"
"014821";"1";"0";"276765907";"67.14674377";"32.27391052";"Проливы";"";"";"";"station";""
"014906";"1";"0";"1652244511";"67.16020966";"32.41910172";"Кандалакша";"";"";"";"station";"014906"
"014930";"1";"0";"1421752670";"67.24208832";"32.42760468";"Плесозеро";"1182 км";"";"";"halt";"014930"
"014944";"1";"0";"276767088";"67.27738953";"32.45306396";"1186 км";"";"";"";"halt";"014944"
"014959";"1";"0";"1529392922";"67.29837036";"32.47212982";"1189 км";"Нивский";"";"";"halt";"014959"
"014963";"1";"0";"276766937";"67.22274017";"32.43207932";"1180 км";"";"";"";"halt";""
"015102";"1";"0";"276767255";"67.31718445";"32.49833679";"Пинозеро";"";"";"";"station";"015102"
"015114";"1";"0";"1616428107";"67.34902954";"32.29129028";"Червас";"";"";"";"halt";"015114"
"015133";"1";"0";"632002408";"67.49334717";"31.90638351";"Уполокша";"";"";"";"station";"015133"
"015152";"1";"0";"1624802230";"67.57423401";"31.38875198";"Калюжный";"Колюжный";"";"";"halt";"015152"
"015171";"1";"0";"1614390169";"67.38739777";"32.1379509";"19 км";"";"";"";"station";""
"015203";"1";"0";"1616846887";"67.5812912";"31.1423893";"Ёна";"";"";"";"station";"015203"
"015345";"1";"0";"1376100374";"67.51151276";"30.72481918";"105 км";"Лейпи";"";"";"halt";""
"015400";"1";"0";"1245464207";"67.54933167";"30.48161125";"Ковдор";"";"";"";"station";"015400"
"015504";"1";"0";"935558807";"67.3732605";"32.48715973";"Полярные Зори";"";"";"";"station";"015504"
"015519";"1";"0";"937914035";"67.41060638";"32.61083984";"Восточная Губа";"";"";"";"halt";"015519"
"015608";"1";"0";"276768726";"67.44267273";"32.77815628";"Африканда";"";"";"";"station";"015608"
"015612";"1";"0";"935513726";"67.43166351";"32.99613953";"Хабозеро";"";"";"";"halt";"015612"
"015627";"1";"0";"3239488020";"67.45955658";"33.18715668";"Питкуль";"";"";"";"halt";"015627"
"015631";"1";"0";"635753172";"67.56429291";"33.36981583";"Апатиты 1";"";"";"";"station";"015631"
"015646";"1";"0";"3416154016";"67.6016922";"33.37147903";"1268 км";"";"";"";"station";"015646"
"015650";"1";"0";"8492221587";"67.54772186";"33.39494705";"Апатиты-Сортировочная";"";"";"";"station";""
"015716";"1";"0";"477551224";"67.57054138";"33.41749191";"3 км";"";"";"";"halt";"015716"
"015720";"1";"0";"4780924546";"67.38118744";"32.54050064";"Нива";"";"";"";"station";""
"015735";"1";"0";"1528721636";"67.56421661";"33.49764633";"7 км";"";"";"";"halt";"015735"
"015740";"1";"0";"944690286";"67.55541992";"33.60768127";"12 км";"";"";"";"halt";"015740"
"015805";"1";"0";"944690549";"67.56137848";"33.62499237";"Титан";"";"";"";"station";"015805"
"016009";"1";"0";"1194364378";"67.59225464";"33.42045975";"Апатиты-2";"";"";"";"station";"016009"
"016013";"1";"0";"3416157742";"67.52565765";"33.38106918";"1256 км";"";"";"";"halt";""
"016121";"1";"0";"937914065";"67.67337799";"33.21194839";"Хибины";"";"";"";"station";"016121"
"016136";"1";"0";"937914067";"67.76690674";"33.18967056";"Нефелиновые Пески";"";"";"";"station";"016136"
"016140";"1";"0";"937914133";"67.8522644";"33.25865173";"Имандра";"";"";"";"station";"016140"
"016155";"1";"0";"1375018575";"67.81730652";"33.20023346";"1297 км";"";"";"";"halt";""
"016210";"1";"0";"267213786";"67.87563324";"33.29347229";"1303 км";"";"";"";"halt";"016210"
"016225";"1";"0";"631467967";"67.94339752";"33.33468246";"Рудный";"";"";"";"halt";"016225"
"016231";"1";"0";"937914258";"67.99667358";"33.39471054";"Куна";"";"";"";"station";"016231"
"016244";"1";"0";"267213737";"68.04699707";"33.36455536";"Ягельный Бор";"";"";"";"station";"016244"
"016259";"1";"0";"3416148006";"68.10601807";"33.31924438";"1333 км";"";"";"";"halt";""
"016308";"1";"0";"2001649838";"68.13611603";"33.31286621";"Оленегорск";"";"";"";"station";""
"016314";"1";"0";"1529240690";"68.08947754";"33.27084351";"6 км";"";"";"";"halt";"016314"
"016329";"1";"0";"1529240687";"68.04249573";"33.21574402";"12 км";"";"";"";"halt";"016329"
"016333";"1";"0";"1529240688";"68.02867889";"33.14848328";"16 км";"";"";"";"halt";"016333"
"016348";"1";"0";"1529240689";"67.98519897";"32.98561478";"25 км";"";"";"";"halt";"016348"
"016352";"1";"0";"609147565";"67.96859741";"32.94327545";"27 км";"";"";"";"halt";"016352"
"016403";"1";"0";"606432976";"67.95163727";"32.87471008";"Мончегорск";"";"";"";"station";"016403"
"016600";"1";"0";"4017600975";"68.27259827";"33.32600403";"Лапландия";"";"";"";"station";"016600"
"016627";"1";"0";"3958071135";"68.35838318";"33.29750824";"Пулозеро";"";"";"";"station";"016627"
"016634";"1";"0";"267214698";"68.20334625";"33.3311348";"1340 км";"";"";"";"halt";"016634"
"016719";"1";"0";"4004534893";"68.43496704";"33.34758759";"Тайбола";"";"";"";"station";"016719"
"016738";"1";"0";"1234928967";"68.57809448";"33.17561722";"1391 км";"";"";"";"halt";""
"016742";"1";"0";"985859056";"68.51278687";"33.18435287";"Кица";"";"";"";"station";"016742"
"016757";"1";"0";"986084896";"68.63661957";"33.21894836";"Лопарская";"";"";"";"halt";"016757"
"016761";"1";"0";"981736074";"68.46886444";"33.19729996";"1381 км";"";"";"";"halt";""
"016812";"1";"0";"1183472761";"68.69873047";"33.1228447";"1410 км";"";"";"";"halt";"016812"
"016827";"1";"0";"1529371343";"68.73749542";"33.13491821";"1417 км";"";"";"";"halt";"016827"
"016831";"1";"0";"985070598";"68.67992401";"33.12649155";"Магнетиты";"";"";"";"station";"016831"
"016916";"1";"0";"267214437";"68.79421234";"33.09876633";"1425 км";"";"";"";"halt";"016916"
"016920";"1";"0";"75363675";"68.83666992";"33.08206558";"Выходной";"";"";"";"station";"016920"
"016935";"1";"0";"1529352540";"68.84741211";"33.0502243";"1434 км";"";"";"";"halt";"016935"
"016946";"1";"0";"75362225";"68.87870789";"33.034832";"1437 км";"";"";"";"halt";""
"016954";"1";"0";"267214468";"68.75344086";"33.16016006";"Шонгуй";"";"";"";"halt";"016954"
"017001";"1";"0";"1031873979";"68.88895416";"33.05109406";"Кола";"";"";"";"station";"017001"
"017016";"1";"0";"937457219";"68.84831238";"32.9320488";"9 км";"";"";"";"halt";"017016"
"017035";"1";"0";"75365035";"68.90068054";"33.06226349";"1439 км";"";"";"";"halt";"017035"
"017041";"1";"0";"75360096";"68.9151001";"33.06347275";"1441 км";"";"";"";"halt";"017041"
"017054";"1";"0";"75360707";"68.92475128";"33.05158234";"1443 км";"";"";"";"halt";"017054"
"017073";"1";"0";"1056147862";"68.94907379";"33.04384232";"1446 км";"";"";"";"halt";"017073"
"017088";"1";"0";"75363524";"68.96704102";"33.0635643";"1448 км";"";"";"";"halt";"017088"
"017105";"1";"0";"1039278192";"68.81989288";"32.81881332";"Мурмаши";"";"";"";"station";"017105"
"017118";"1";"0";"941962809";"68.83543396";"32.78437042";"Тулома";"";"";"";"halt";"017118"
"017139";"1";"0";"1528792421";"69.00197601";"32.22075653";"54 км";"";"";"";"halt";"017139"
"017143";"1";"0";"961818096";"69.05466461";"32.17777634";"61 км";"";"";"";"halt";"017143"
"017158";"1";"0";"1423139632";"68.84860229";"32.68978882";"23 км";"";"";"";"halt";"017158"
"017302";"1";"0";"1097177723";"68.96932983";"32.45413589";"Пяйве";"";"";"";"station";""
"017410";"1";"0";"1028840709";"69.10163116";"31.94211388";"75 км";"";"";"";"halt";"017410"
"017425";"1";"0";"303975008";"69.1339798";"31.80031967";"85 км";"";"";"";"halt";"017425"
"017437";"1";"0";"1028839890";"69.15981293";"31.72569656";"90 км";"";"";"";"halt";"017437"
"017444";"1";"0";"1526835572";"69.18934631";"31.69349289";"Моккет";"";"";"";"station";"017444"
"017459";"1";"0";"1028841151";"69.26817322";"31.24523163";"Титовка";"";"";"";"station";"017459"
"017463";"1";"0";"1528822499";"69.20045471";"31.5698967";"101 км";"";"";"";"halt";"017463"
"017478";"1";"0";"1528838047";"69.21392822";"31.38901329";"109 км";"";"";"";"halt";"017478"
"017482";"1";"0";"5398693915";"69.07833862";"32.12320709";"Нял";"";"";"";"station";""
"017904";"1";"0";"1526888125";"69.39984894";"31.10557938";"Луостари";"";"";"";"station";"017904"
"017919";"1";"0";"1526888128";"69.38379669";"30.99162483";"Семужная";"";"";"";"halt";"017919"
"017923";"1";"0";"1509962113";"69.43286133";"31.12463951";"5 км";"";"";"";"halt";"017923"
"018023";"1";"0";"991555540";"69.50941467";"31.16312027";"Печенга";"";"";"";"station";""
"018108";"1";"0";"1358244380";"69.4080658";"30.79452324";"Заполярная";"";"";"";"station";"018108"
"018201";"1";"0";"2847857804";"69.42014313";"30.25650215";"Никель-Мурманский";"";"";"";"station";"018201"
"018409";"1";"0";"75362899";"68.97197723";"33.06923676";"Мурманск";"";"";"";"station";"018409"
"018413";"1";"0";"75362041";"68.98694611";"33.06925583";"2 км";"";"";"";"halt";"018413"
"018428";"1";"0";"1621251859";"68.9947052";"33.05777359";"3 км";"";"";"";"halt";"018428"
"018432";"1";"0";"1614148331";"67.33569336";"32.43885422";"4 км";"";"";"";"station";""
"018432";"1";"0";"75360010";"69.00372314";"33.06160736";"4 км";"";"";"";"halt";"018432"
"018447";"1";"0";"75365894";"69.0107193";"33.08005905";"5 км";"";"";"";"halt";"018447"
"018606";"1";"0";"75364418";"69.01953125";"33.09741592";"Комсомольск-Мурманский";"";"";"";"station";"018606"
"018818";"1";"0";"614620957";"69.04010773";"33.28680038";"Сафоново-Мурманское";"";"";"";"halt";"018818"
"019007";"1";"0";"614604255";"69.05487061";"33.37707901";"Ваенга";"";"";"";"station";"019007"
"020004";"1";"0";"8487394033";"60.71576309";"28.75189209";"Выборг";"";"";"";"station";"020004"
"020019";"1";"0";"5064126769";"60.71714783";"28.77988434";"2 км";"";"";"";"halt";"020019"
"020038";"1";"0";"3683023341";"60.76356125";"28.88373756";"Пальцево";"";"";"";"halt";"020038"
"020042";"1";"0";"3683029276";"60.76984024";"28.89940262";"12 км";"";"";"";"halt";"020042"
"020057";"1";"0";"3683029277";"60.77270126";"28.91271973";"13 км";"";"";"";"halt";"020057"
"020061";"1";"0";"224845097";"60.7987175";"28.95726395";"Гвардейское";"";"";"";"station";"020061"
"020076";"1";"0";"1303202470";"60.80451965";"28.95234489";"Пионерлагерь";"";"";"";"halt";"020076"
"020080";"1";"0";"8491782413";"60.83449173";"28.95010757";"21 км";"";"";"";"halt";"020080"
"020201";"1";"0";"356057963";"60.36930847";"28.77464867";"Ермилово";"";"Humaljoki";"";"station";"020201"
"020305";"1";"0";"148094220";"60.36528778";"28.62993431";"Приморск";"";"Koivisto";"";"station";"020305"
"020310";"1";"0";"1264749334";"59.46469498";"33.81903076";"Бор";"";"";"";"station";""
"020310";"1";"0";"2438845303";"60.41981888";"28.67873192";"Бор";"";"";"";"halt";"020310"
"020409";"1";"0";"66312593";"60.45278931";"28.71517181";"Прибылово";"";"";"";"station";"020409"
"020502";"1";"0";"65005973";"60.5285759";"28.69012642";"Советский";"";"";"";"station";"020502"
"020517";"1";"0";"2012627811";"60.58598709";"28.71549797";"Попово";"";"";"";"station";"020517"
"020521";"1";"0";"6487711475";"60.60957718";"28.74501419";"Матросово";"";"";"";"halt";"020521"
"020536";"1";"0";"65009200";"60.65351868";"28.76625824";"Соколинское";"";"";"";"halt";"020536"
"020610";"1";"0";"65007377";"60.5830574";"28.68438339";"Пихтовая";"";"";"";"station";"020610"
"020610";"1";"0";"1327815845";"60.5993042";"28.61256599";"Пихтовое";"";"";"";"halt";"020610"
"020625";"1";"0";"1327815846";"60.59176636";"28.64811897";"Щербаково";"";"";"";"halt";"020625"
"020803";"1";"0";"389882455";"60.46739197";"29.28494072";"Кирилловское";"";"";"";"station";"020803"
"020818";"1";"0";"5742168983";"60.55157852";"29.15485954";"Лейпясуо";"";"";"";"halt";"020818"
"020907";"1";"0";"5744733817";"60.5910759";"29.04432487";"Гаврилово";"";"";"";"station";"020907"
"020911";"1";"0";"5748002707";"60.62778473";"28.95620918";"Лебедевка";"";"Honkaniemi";"";"halt";"020911"
"020926";"1";"0";"5748009867";"60.64419556";"28.91805267";"117 км";"";"";"";"halt";"020926"
"020930";"1";"0";"2011157210";"60.69051743";"28.81615639";"Лазаревка";"";"";"";"halt";"020930"
"021007";"1";"0";"2014636356";"60.73270798";"28.80540657";"Таммисуо";"";"";"";"station";"021007"
"021204";"1";"0";"5748017918";"60.66047668";"28.88162994";"Верхне-Черкасово";"";"Säiniö";"";"station";"021204"
"021312";"1";"0";"1494417433";"60.77313614";"28.57383537";"Кравцово";"";"";"";"halt";"021312"
"021327";"2";"0";"6468479897";"59.7645607";"32.8563118";"158 км";"";"";"";"halt";""
"021327";"1";"0";"1110478433";"60.75865936";"28.62553215";"138 км";"";"";"";"halt";"021327"
"021331";"1";"0";"1327565008";"60.80596924";"28.47686386";"Лужайка";"";"";"";"station";"021331"
"021346";"2";"0";"8561258689";"60.78515244";"28.53927231";"144 км";"";"";"";"station";""
"021505";"1";"0";"293905407";"60.75214386";"28.65021706";"Пригородная";"";"";"";"station";"021505"
"021609";"1";"0";"245429669";"60.85997772";"28.94752502";"Возрождение";"";"";"";"station";"021609"
"021613";"1";"0";"245429690";"60.91891861";"28.97213173";"Ханнила";"";"Hannila";"";"station";"021613"
"021628";"1";"0";"245429326";"60.93809128";"29.00465584";"Никифоровское";"";"Rahikkala";"";"halt";"021628"
"021632";"1";"0";"2523342335";"60.96039963";"29.07606125";"38 км";"";"";"";"halt";"021632"
"021702";"1";"0";"245428839";"60.9619751";"29.1083889";"Каменногорск";"";"Antrea";"";"station";"021702"
"021721";"1";"0";"2523342336";"61.00471497";"29.39776611";"59 км";"Лениярви";"";"";"halt";"021721"
"021806";"1";"0";"280430227";"61.11769485";"28.84592247";"Светогорск";"";"Enso";"";"station";"021806"
"021810";"1";"0";"1347843341";"61.086586";"28.90491295";"Кивиоя";"";"";"";"halt";"021810"
"022007";"1";"0";"282252238";"61.04912567";"28.92511559";"Лесогорский";"";"";"";"station";"022007"
"022103";"1";"0";"282252386";"61.01275635";"29.03441811";"Пруды";"";"";"";"station";"022103"
"022122";"2";"0";"5532820444";"60.99104691";"29.09818649";"5 км";"";"";"";"station";""
"022226";"2";"0";"3749318720";"59.43826675";"33.03925323";"59 км";"";"";"";"halt";""
"022300";"1";"0";"245427906";"61.0190239";"29.41582489";"Бородинское";"";"";"";"station";"022300"
"022315";"1";"0";"279220639";"61.05994034";"29.4389782";"Инкиля";"";"";"";"halt";"022315"
"022326";"1";"0";"282096382";"61.09786987";"29.50951004";"Хаколахти";"";"";"";"halt";"022326"
"022334";"1";"0";"245427483";"61.14548874";"29.56900597";"Ояярви";"";"";"";"station";"022334"
"022349";"1";"0";"245427241";"61.18806839";"29.57033157";"Пукинниеми";"";"";"";"halt";"022349"
"022353";"1";"0";"245420310";"61.44209671";"29.81713867";"199 км";"";"";"";"halt";"022353"
"022368";"1";"0";"8498309435";"61.38697052";"29.75471306";"192 км";"";"";"";"halt";"022368"
"022404";"1";"0";"1327881343";"61.23551178";"29.6879158";"Хийтола";"";"";"";"station";"022404"
"022419";"1";"0";"291558819";"61.25185013";"29.69153595";"Хауккаваара";"176 км";"";"";"halt";"022419"
"022423";"1";"0";"886826314";"61.32156372";"29.72483444";"Алхо";"";"";"";"halt";"022423"
"022508";"1";"0";"279636631";"60.96175766";"29.24504089";"Боровинка";"";"";"";"station";"022508"
